,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
11295,Assam,CHIRANG,2006,Winter     ,Rice,32.687,42.532
11296,Assam,CHIRANG,2007,Autumn     ,Rice,15.899,12.476
11297,Assam,CHIRANG,2007,Kharif     ,Castor seed,0.016,0.007
11298,Assam,CHIRANG,2007,Kharif     ,Cotton,0.003,0.001
11299,Assam,CHIRANG,2007,Kharif     ,Jute,1.385,14.389
11300,Assam,CHIRANG,2007,Kharif     ,Maize,0.329,0.2
11301,Assam,CHIRANG,2007,Kharif     ,Mesta,0.209,1.324
11302,Assam,CHIRANG,2007,Kharif     ,Sesamum,0.428,0.213
11303,Assam,CHIRANG,2007,Rabi       ,Gram,0.015,0.007
11304,Assam,CHIRANG,2007,Rabi       ,Linseed,0.247,0.105
11306,Assam,CHIRANG,2007,Rabi       ,Peas & beans (Pulses),0.352,0.268
11307,Assam,CHIRANG,2007,Rabi       ,Urad,0.747,0.553
11308,Assam,CHIRANG,2007,Rabi       ,Wheat,1.316,2.203
11309,Assam,CHIRANG,2007,Summer     ,Rice,3.182,5.118
11310,Assam,CHIRANG,2007,Whole Year ,Banana,0.532,6.44
11311,Assam,CHIRANG,2007,Whole Year ,Black pepper,0.015,0.022
11312,Assam,CHIRANG,2007,Whole Year ,Chillies,0.46,0.293
11313,Assam,CHIRANG,2007,Whole Year ,Ginger,0.153,1.065
11314,Assam,CHIRANG,2007,Whole Year ,Onion,0.145,0.29
11315,Assam,CHIRANG,2007,Whole Year ,Potato,1.804,16.412
11316,Assam,CHIRANG,2007,Whole Year ,Sugarcane,0.052,1.98
11317,Assam,CHIRANG,2007,Whole Year ,Sweet potato,0.13,0.39
11320,Assam,CHIRANG,2007,Winter     ,Rice,34.552,34.188
11321,Assam,CHIRANG,2008,Autumn     ,Rice,14.608,8.786
11322,Assam,CHIRANG,2008,Kharif     ,Castor seed,0.014,0.004
11323,Assam,CHIRANG,2008,Kharif     ,Cotton,0.002,0.001
11324,Assam,CHIRANG,2008,Kharif     ,Jute,1.081,10.879
11325,Assam,CHIRANG,2008,Kharif     ,Maize,0.418,0.254
11326,Assam,CHIRANG,2008,Kharif     ,Mesta,0.28,1.6
11327,Assam,CHIRANG,2008,Kharif     ,Sesamum,0.522,0.207
11328,Assam,CHIRANG,2008,Rabi       ,Blackgram,0.727,0.43
11329,Assam,CHIRANG,2008,Rabi       ,Gram,0.015,0.007
11330,Assam,CHIRANG,2008,Rabi       ,Linseed,0.238,0.107
11332,Assam,CHIRANG,2008,Rabi       ,Peas & beans (Pulses),0.365,0.273
11333,Assam,CHIRANG,2008,Rabi       ,Urad,0.727,0.43
11334,Assam,CHIRANG,2008,Rabi       ,Wheat,1.706,2.044
11335,Assam,CHIRANG,2008,Summer     ,Rice,3.419,4.668
11336,Assam,CHIRANG,2008,Whole Year ,Banana,0.571,7.509
11337,Assam,CHIRANG,2008,Whole Year ,Black pepper,0.014,0.027
11338,Assam,CHIRANG,2008,Whole Year ,Chillies,0.514,0.327
11339,Assam,CHIRANG,2008,Whole Year ,Ginger,0.273,1.901
11340,Assam,CHIRANG,2008,Whole Year ,Onion,0.19,0.381
11341,Assam,CHIRANG,2008,Whole Year ,Potato,1.95,15.52
11342,Assam,CHIRANG,2008,Whole Year ,Sugarcane,0.061,2.342
11343,Assam,CHIRANG,2008,Whole Year ,Sweet potato,0.118,0.354
11346,Assam,CHIRANG,2008,Winter     ,Rice,33.354,35.693
11347,Assam,CHIRANG,2009,Autumn     ,Rice,14.635,12.473
11348,Assam,CHIRANG,2009,Kharif     ,Castor seed,0.019,0.007
11349,Assam,CHIRANG,2009,Kharif     ,Cotton,0.002,0.001
11350,Assam,CHIRANG,2009,Kharif     ,Jute,1.101,11.013
11351,Assam,CHIRANG,2009,Kharif     ,Maize,0.406,0.247
11352,Assam,CHIRANG,2009,Kharif     ,Mesta,0.176,1.075
11353,Assam,CHIRANG,2009,Kharif     ,Sesamum,0.446,0.2
11354,Assam,CHIRANG,2009,Rabi       ,Banana,0.578,7.196
11355,Assam,CHIRANG,2009,Rabi       ,Gram,0.016,0.008
11356,Assam,CHIRANG,2009,Rabi       ,Linseed,0.343,0.148
11358,Assam,CHIRANG,2009,Rabi       ,Peas & beans (Pulses),0.355,0.266
11359,Assam,CHIRANG,2009,Rabi       ,Urad,1.064,0.286
11360,Assam,CHIRANG,2009,Rabi       ,Wheat,1.748,2.426
11361,Assam,CHIRANG,2009,Summer     ,Rice,3.453,4.995
11362,Assam,CHIRANG,2009,Whole Year ,Banana,0.578,7.196
11363,Assam,CHIRANG,2009,Whole Year ,Black pepper,0.015,0.025
11364,Assam,CHIRANG,2009,Whole Year ,Chillies,0.492,0.313
11365,Assam,CHIRANG,2009,Whole Year ,Ginger,0.213,1.483
11366,Assam,CHIRANG,2009,Whole Year ,Onion,0.158,0.316
11367,Assam,CHIRANG,2009,Whole Year ,Potato,2.08,18.11
11368,Assam,CHIRANG,2009,Whole Year ,Sugarcane,0.062,2.425
11369,Assam,CHIRANG,2009,Whole Year ,Sweet potato,0.129,0.387
11372,Assam,CHIRANG,2009,Winter     ,Rice,33.708,52.037
11373,Assam,CHIRANG,2010,Autumn     ,Rice,15.372,15.765
11374,Assam,CHIRANG,2010,Kharif     ,Castor seed,0.006,0.002
11375,Assam,CHIRANG,2010,Kharif     ,Jute,1.416,13.329
11376,Assam,CHIRANG,2010,Kharif     ,Maize,0.478,0.291
11377,Assam,CHIRANG,2010,Kharif     ,Mesta,0.204,1.376
11378,Assam,CHIRANG,2010,Kharif     ,Sesamum,0.383,0.171
11379,Assam,CHIRANG,2010,Rabi       ,Banana,0.418,5.258
11380,Assam,CHIRANG,2010,Rabi       ,Gram,0.213,0.1
11381,Assam,CHIRANG,2010,Rabi       ,Linseed,0.227,0.1
11383,Assam,CHIRANG,2010,Rabi       ,Peas & beans (Pulses),0.317,0.242
11384,Assam,CHIRANG,2010,Rabi       ,Urad,0.806,0.377
11385,Assam,CHIRANG,2010,Rabi       ,Wheat,1.064,1.755
11386,Assam,CHIRANG,2010,Summer     ,Rice,1.713,4.24
11387,Assam,CHIRANG,2010,Whole Year ,Banana,0.418,5.258
11388,Assam,CHIRANG,2010,Whole Year ,Black pepper,0.012,0.02
11389,Assam,CHIRANG,2010,Whole Year ,Chillies,0.54,0.344
11390,Assam,CHIRANG,2010,Whole Year ,Ginger,0.391,2.722
11391,Assam,CHIRANG,2010,Whole Year ,Onion,0.195,0.39
11392,Assam,CHIRANG,2010,Whole Year ,Potato,2.287,17.2
11393,Assam,CHIRANG,2010,Whole Year ,Sugarcane,0.092,3.33
11394,Assam,CHIRANG,2010,Whole Year ,Sweet potato,0.13,0.39
11397,Assam,CHIRANG,2010,Winter     ,Rice,35.74,57.482
11398,Assam,CHIRANG,2011,Autumn     ,Rice,15.177,17.161
11399,Assam,CHIRANG,2011,Kharif     ,Castor seed,0.013,0.007
11400,Assam,CHIRANG,2011,Kharif     ,Cotton,0.007,0.003
11401,Assam,CHIRANG,2011,Kharif     ,Jute,1.041,9.749
11402,Assam,CHIRANG,2011,Kharif     ,Maize,0.356,0.25
11403,Assam,CHIRANG,2011,Kharif     ,Mesta,0.228,1.119
11404,Assam,CHIRANG,2011,Kharif     ,Orange,1.117,13.626
11405,Assam,CHIRANG,2011,Kharif     ,Papaya,0.197,0.032
11406,Assam,CHIRANG,2011,Kharif     ,Sesamum,0.45,0.249
11408,Assam,CHIRANG,2011,Rabi       ,Black pepper,0.014,0.024
11409,Assam,CHIRANG,2011,Rabi       ,Chillies,0.515,0.411
11410,Assam,CHIRANG,2011,Rabi       ,Ginger,0.302,1.51
11411,Assam,CHIRANG,2011,Rabi       ,Gram,0.081,0.042
11412,Assam,CHIRANG,2011,Rabi       ,Linseed,0.269,0.126
11414,Assam,CHIRANG,2011,Rabi       ,Peas & beans (Pulses),0.249,0.192
11415,Assam,CHIRANG,2011,Rabi       ,Pineapple,0.56,10.505
11416,Assam,CHIRANG,2011,Rabi       ,Sweet potato,0.126,0.429
11417,Assam,CHIRANG,2011,Rabi       ,Urad,0.77,0.368
11418,Assam,CHIRANG,2011,Rabi       ,Wheat,0.966,0.99
11419,Assam,CHIRANG,2011,Summer     ,Rice,0.442,1.106
11420,Assam,CHIRANG,2011,Whole Year ,Banana,0.512,6.912
11421,Assam,CHIRANG,2011,Whole Year ,Onion,0.181,0.547
11422,Assam,CHIRANG,2011,Whole Year ,Potato,2.384,18.118
11423,Assam,CHIRANG,2011,Whole Year ,Sugarcane,0.096,3.557
11425,Assam,CHIRANG,2011,Winter     ,Rice,35.48,42.43
11426,Assam,CHIRANG,2012,Autumn     ,Rice,17.722,22.966
11427,Assam,CHIRANG,2012,Kharif     ,Castor seed,0.006,0.003
11428,Assam,CHIRANG,2012,Kharif     ,Cotton,0.034,0.015
11429,Assam,CHIRANG,2012,Kharif     ,Jute,2.165,18.561
11430,Assam,CHIRANG,2012,Kharif     ,Maize,0.516,0.41
11431,Assam,CHIRANG,2012,Kharif     ,Mesta,0.253,1.773
11432,Assam,CHIRANG,2012,Kharif     ,Orange,1.188,14.63
11433,Assam,CHIRANG,2012,Kharif     ,Papaya,0.251,4.096
11434,Assam,CHIRANG,2012,Kharif     ,Sesamum,0.331,0.213
11436,Assam,CHIRANG,2012,Rabi       ,Black pepper,0.017,0.029
11437,Assam,CHIRANG,2012,Rabi       ,Chillies,0.412,0.356
11438,Assam,CHIRANG,2012,Rabi       ,Ginger,0.371,1.864
11439,Assam,CHIRANG,2012,Rabi       ,Gram,0.133,0.069
11440,Assam,CHIRANG,2012,Rabi       ,Linseed,0.203,0.102
11442,Assam,CHIRANG,2012,Rabi       ,Peas & beans (Pulses),0.241,0.194
11443,Assam,CHIRANG,2012,Rabi       ,Pineapple,0.645,12.171
11444,Assam,CHIRANG,2012,Rabi       ,Sweet potato,0.127,0.449
11445,Assam,CHIRANG,2012,Rabi       ,Urad,0.756,0.265
11446,Assam,CHIRANG,2012,Rabi       ,Wheat,0.614,0.616
11447,Assam,CHIRANG,2012,Summer     ,Rice,3.262,9.672
11448,Assam,CHIRANG,2012,Whole Year ,Banana,0.647,10.652
11449,Assam,CHIRANG,2012,Whole Year ,Onion,0.2,0.629
11450,Assam,CHIRANG,2012,Whole Year ,Potato,2.854,21.81
11451,Assam,CHIRANG,2012,Whole Year ,Sugarcane,0.193,6.873
11453,Assam,CHIRANG,2012,Winter     ,Rice,36.176,50.867
11454,Assam,CHIRANG,2013,Autumn     ,Rice,8.879,11.707
11455,Assam,CHIRANG,2013,Kharif     ,Castor seed,0.004,0.002
11456,Assam,CHIRANG,2013,Kharif     ,Cotton,0.027,0.011
11457,Assam,CHIRANG,2013,Kharif     ,Jute,1.239,12.727
11458,Assam,CHIRANG,2013,Kharif     ,Maize,0.397,0.77
11459,Assam,CHIRANG,2013,Kharif     ,Mesta,0.246,2.66
11460,Assam,CHIRANG,2013,Kharif     ,Orange,1.08,13.3
11461,Assam,CHIRANG,2013,Kharif     ,Papaya,0.257,4.194
11462,Assam,CHIRANG,2013,Kharif     ,Sesamum,0.383,0.218
11464,Assam,CHIRANG,2013,Rabi       ,Black pepper,0.016,0.028
11465,Assam,CHIRANG,2013,Rabi       ,Chillies,0.424,0.367
11466,Assam,CHIRANG,2013,Rabi       ,Ginger,0.348,1.749
11467,Assam,CHIRANG,2013,Rabi       ,Gram,0.141,0.075
11468,Assam,CHIRANG,2013,Rabi       ,Linseed,0.197,0.131
11470,Assam,CHIRANG,2013,Rabi       ,Peas & beans (Pulses),0.397,0.272
11471,Assam,CHIRANG,2013,Rabi       ,Pineapple,0.686,12.945
11472,Assam,CHIRANG,2013,Rabi       ,Sweet potato,0.125,0.442
11473,Assam,CHIRANG,2013,Rabi       ,Urad,1.419,0.696
11474,Assam,CHIRANG,2013,Rabi       ,Wheat,0.647,0.633
11475,Assam,CHIRANG,2013,Summer     ,Rice,2.727,6.025
11476,Assam,CHIRANG,2013,Whole Year ,Banana,0.763,12.562
11477,Assam,CHIRANG,2013,Whole Year ,Onion,0.182,0.573
11478,Assam,CHIRANG,2013,Whole Year ,Potato,2.801,22.907
11479,Assam,CHIRANG,2013,Whole Year ,Sugarcane,0.209,7.727
11481,Assam,CHIRANG,2013,Winter     ,Rice,35.25,58.207
11482,Assam,CHIRANG,2014,Autumn     ,Rice,6.255,6.553
11483,Assam,CHIRANG,2014,Kharif     ,Cotton,0.024,0.01
11484,Assam,CHIRANG,2014,Kharif     ,Jute,1.02,8.966
11485,Assam,CHIRANG,2014,Kharif     ,Maize,0.297,0.864
11486,Assam,CHIRANG,2014,Kharif     ,Mesta,0.152,1.105
11487,Assam,CHIRANG,2014,Kharif     ,Orange,1.1,13.557
11488,Assam,CHIRANG,2014,Kharif     ,Papaya,0.253,4.129
11489,Assam,CHIRANG,2014,Kharif     ,Sesamum,0.394,0.272
11491,Assam,CHIRANG,2014,Rabi       ,Black pepper,0.014,0.024
11492,Assam,CHIRANG,2014,Rabi       ,Chillies,0.454,0.398
11493,Assam,CHIRANG,2014,Rabi       ,Ginger,0.488,2.457
11494,Assam,CHIRANG,2014,Rabi       ,Gram,0.118,0.079
11495,Assam,CHIRANG,2014,Rabi       ,Linseed,0.189,0.111
11497,Assam,CHIRANG,2014,Rabi       ,Peas & beans (Pulses),0.419,0.458
11498,Assam,CHIRANG,2014,Rabi       ,Pineapple,0.712,13.436
11499,Assam,CHIRANG,2014,Rabi       ,Sweet potato,0.239,0.846
11500,Assam,CHIRANG,2014,Rabi       ,Urad,0.771,0.326
11501,Assam,CHIRANG,2014,Rabi       ,Wheat,0.765,0.832
11502,Assam,CHIRANG,2014,Summer     ,Rice,3.413,8.114
11503,Assam,CHIRANG,2014,Whole Year ,Banana,0.872,14.356
11504,Assam,CHIRANG,2014,Whole Year ,Onion,0.199,0.629
11505,Assam,CHIRANG,2014,Whole Year ,Potato,3.536,32.583
11506,Assam,CHIRANG,2014,Whole Year ,Sugarcane,0.147,5.404
11508,Assam,CHIRANG,2014,Winter     ,Rice,35.857,58.189
11705,Assam,DARRANG,2006,Autumn     ,Rice,19.861,22.279
11706,Assam,DARRANG,2006,Kharif     ,Castor seed,0.004,0.002
11707,Assam,DARRANG,2006,Kharif     ,Cotton,0.001,0.001
11708,Assam,DARRANG,2006,Kharif     ,Jute,3.082,19.982
11709,Assam,DARRANG,2006,Kharif     ,Maize,0.274,0.165
11710,Assam,DARRANG,2006,Kharif     ,Mesta,0.154,0.72
11711,Assam,DARRANG,2006,Kharif     ,Sesamum,0.351,0.217
11712,Assam,DARRANG,2006,Rabi       ,Gram,0.045,0.029
11713,Assam,DARRANG,2006,Rabi       ,Linseed,0.343,0.18
11715,Assam,DARRANG,2006,Rabi       ,Peas & beans (Pulses),0.397,0.282
11716,Assam,DARRANG,2006,Rabi       ,Urad,1.507,0.451
11717,Assam,DARRANG,2006,Rabi       ,Wheat,1.438,1.766
11718,Assam,DARRANG,2006,Summer     ,Rice,4.452,9.153
11719,Assam,DARRANG,2006,Whole Year ,Banana,0.257,3.341
11720,Assam,DARRANG,2006,Whole Year ,Chillies,0.699,0.521
11721,Assam,DARRANG,2006,Whole Year ,Onion,0.295,0.738
11722,Assam,DARRANG,2006,Whole Year ,Potato,2.74,24.408
11723,Assam,DARRANG,2006,Whole Year ,Sugarcane,0.24,7.594
11724,Assam,DARRANG,2006,Whole Year ,Sweet potato,0.206,0.515
11727,Assam,DARRANG,2006,Winter     ,Rice,26.025,36.479
11728,Assam,DARRANG,2007,Autumn     ,Rice,13.275,15.832
11729,Assam,DARRANG,2007,Kharif     ,Castor seed,0.004,0.002
11730,Assam,DARRANG,2007,Kharif     ,Jute,2.534,17.752
11731,Assam,DARRANG,2007,Kharif     ,Maize,0.271,0.163
11732,Assam,DARRANG,2007,Kharif     ,Mesta,0.171,0.799
11733,Assam,DARRANG,2007,Kharif     ,Sesamum,0.394,0.243
11734,Assam,DARRANG,2007,Rabi       ,Gram,0.024,0.016
11735,Assam,DARRANG,2007,Rabi       ,Linseed,0.325,0.17
11737,Assam,DARRANG,2007,Rabi       ,Peas & beans (Pulses),0.932,0.662
11738,Assam,DARRANG,2007,Rabi       ,Urad,1.986,0.683
11739,Assam,DARRANG,2007,Rabi       ,Wheat,2.005,2.109
11740,Assam,DARRANG,2007,Summer     ,Rice,12.328,29.205
11741,Assam,DARRANG,2007,Whole Year ,Banana,1.041,13.533
11742,Assam,DARRANG,2007,Whole Year ,Black pepper,0.034,0.052
11743,Assam,DARRANG,2007,Whole Year ,Chillies,0.801,0.597
11744,Assam,DARRANG,2007,Whole Year ,Ginger,0.257,1.703
11745,Assam,DARRANG,2007,Whole Year ,Onion,0.325,0.813
11746,Assam,DARRANG,2007,Whole Year ,Potato,3.15,14.09
11747,Assam,DARRANG,2007,Whole Year ,Sugarcane,0.337,11.694
11748,Assam,DARRANG,2007,Whole Year ,Sweet potato,0.125,0.312
11751,Assam,DARRANG,2007,Winter     ,Rice,33.086,51.623
11752,Assam,DARRANG,2008,Autumn     ,Rice,12.362,16.859
11753,Assam,DARRANG,2008,Kharif     ,Castor seed,0.005,0.002
11754,Assam,DARRANG,2008,Kharif     ,Cotton,0.006,0.003
11755,Assam,DARRANG,2008,Kharif     ,Jute,3.26,21.371
11756,Assam,DARRANG,2008,Kharif     ,Maize,0.277,0.167
11757,Assam,DARRANG,2008,Kharif     ,Mesta,0.283,1.322
11758,Assam,DARRANG,2008,Kharif     ,Sesamum,0.64,0.394
11759,Assam,DARRANG,2008,Rabi       ,Blackgram,3.2,1.277
11760,Assam,DARRANG,2008,Rabi       ,Gram,0.042,0.027
11761,Assam,DARRANG,2008,Rabi       ,Linseed,0.523,0.274
11763,Assam,DARRANG,2008,Rabi       ,Peas & beans (Pulses),1.313,0.932
11764,Assam,DARRANG,2008,Rabi       ,Urad,3.2,1.277
11765,Assam,DARRANG,2008,Rabi       ,Wheat,2.341,2.013
11766,Assam,DARRANG,2008,Summer     ,Rice,19.078,46.016
11767,Assam,DARRANG,2008,Whole Year ,Banana,1.031,14.64
11768,Assam,DARRANG,2008,Whole Year ,Black pepper,0.045,0.069
11769,Assam,DARRANG,2008,Whole Year ,Chillies,0.651,0.484
11770,Assam,DARRANG,2008,Whole Year ,Ginger,0.415,2.749
11771,Assam,DARRANG,2008,Whole Year ,Onion,0.275,0.688
11772,Assam,DARRANG,2008,Whole Year ,Potato,5.257,27.741
11773,Assam,DARRANG,2008,Whole Year ,Sugarcane,0.477,18.441
11774,Assam,DARRANG,2008,Whole Year ,Sweet potato,0.185,0.463
11777,Assam,DARRANG,2008,Winter     ,Rice,48.213,81.778
11778,Assam,DARRANG,2009,Autumn     ,Rice,14.624,10.676
11779,Assam,DARRANG,2009,Kharif     ,Cotton,0.003,0.001
11780,Assam,DARRANG,2009,Kharif     ,Jute,4.203,42.217
11781,Assam,DARRANG,2009,Kharif     ,Maize,1.25,0.754
11782,Assam,DARRANG,2009,Kharif     ,Mesta,0.433,2.023
11783,Assam,DARRANG,2009,Kharif     ,Sesamum,0.656,0.405
11784,Assam,DARRANG,2009,Rabi       ,Banana,1.487,19.926
11785,Assam,DARRANG,2009,Rabi       ,Gram,0.042,0.027
11786,Assam,DARRANG,2009,Rabi       ,Linseed,0.525,0.275
11788,Assam,DARRANG,2009,Rabi       ,Peas & beans (Pulses),1.343,0.954
11789,Assam,DARRANG,2009,Rabi       ,Urad,1.956,0.839
11790,Assam,DARRANG,2009,Rabi       ,Wheat,3.027,2.945
11791,Assam,DARRANG,2009,Summer     ,Rice,19.192,46.521
11792,Assam,DARRANG,2009,Whole Year ,Banana,1.487,19.926
11793,Assam,DARRANG,2009,Whole Year ,Black pepper,0.045,0.069
11794,Assam,DARRANG,2009,Whole Year ,Chillies,0.587,0.437
11795,Assam,DARRANG,2009,Whole Year ,Ginger,0.402,2.663
11796,Assam,DARRANG,2009,Whole Year ,Onion,0.268,0.67
11797,Assam,DARRANG,2009,Whole Year ,Potato,5.094,37.981
11798,Assam,DARRANG,2009,Whole Year ,Sugarcane,0.563,22.254
11799,Assam,DARRANG,2009,Whole Year ,Sweet potato,0.183,0.458
11801,Assam,DARRANG,2009,Winter     ,Rice,45.54,72.682
11802,Assam,DARRANG,2010,Autumn     ,Rice,14.941,20.783
11803,Assam,DARRANG,2010,Kharif     ,Castor seed,0.002,0.001
11804,Assam,DARRANG,2010,Kharif     ,Cotton,0.004,0.002
11805,Assam,DARRANG,2010,Kharif     ,Jute,3.115,23.086
11806,Assam,DARRANG,2010,Kharif     ,Maize,1.745,1.052
11807,Assam,DARRANG,2010,Kharif     ,Mesta,0.434,2.028
11808,Assam,DARRANG,2010,Kharif     ,Sesamum,0.701,0.433
11809,Assam,DARRANG,2010,Rabi       ,Banana,1.604,21.678
11810,Assam,DARRANG,2010,Rabi       ,Gram,0.047,0.031
11811,Assam,DARRANG,2010,Rabi       ,Linseed,0.521,0.273
11813,Assam,DARRANG,2010,Rabi       ,Peas & beans (Pulses),1.949,1.384
11814,Assam,DARRANG,2010,Rabi       ,Urad,1.94,0.662
11815,Assam,DARRANG,2010,Rabi       ,Wheat,2.917,5.236
11816,Assam,DARRANG,2010,Summer     ,Rice,21.0,56.679
11817,Assam,DARRANG,2010,Whole Year ,Banana,1.604,21.678
11818,Assam,DARRANG,2010,Whole Year ,Black pepper,0.038,0.059
11819,Assam,DARRANG,2010,Whole Year ,Chillies,0.68,0.507
11820,Assam,DARRANG,2010,Whole Year ,Ginger,0.39,2.584
11821,Assam,DARRANG,2010,Whole Year ,Onion,0.302,0.755
11822,Assam,DARRANG,2010,Whole Year ,Potato,4.989,37.961
11823,Assam,DARRANG,2010,Whole Year ,Sugarcane,0.609,23.402
11824,Assam,DARRANG,2010,Whole Year ,Sweet potato,0.2,0.5
11826,Assam,DARRANG,2010,Winter     ,Rice,49.36,110.863
11827,Assam,DARRANG,2011,Autumn     ,Rice,11.823,19.359
11828,Assam,DARRANG,2011,Kharif     ,Castor seed,0.005,0.002
11829,Assam,DARRANG,2011,Kharif     ,Cotton,0.001,0.001
11830,Assam,DARRANG,2011,Kharif     ,Jute,3.874,38.503
11831,Assam,DARRANG,2011,Kharif     ,Maize,2.237,1.528
11832,Assam,DARRANG,2011,Kharif     ,Mesta,0.343,1.105
11833,Assam,DARRANG,2011,Kharif     ,Orange,0.035,0.374
11834,Assam,DARRANG,2011,Kharif     ,Papaya,0.221,2.825
11835,Assam,DARRANG,2011,Kharif     ,Sesamum,0.75,0.563
11836,Assam,DARRANG,2011,Rabi       ,Black pepper,0.033,0.051
11837,Assam,DARRANG,2011,Rabi       ,Chillies,0.868,0.672
11838,Assam,DARRANG,2011,Rabi       ,Ginger,0.392,2.643
11839,Assam,DARRANG,2011,Rabi       ,Gram,0.04,0.026
11840,Assam,DARRANG,2011,Rabi       ,Linseed,0.5,0.293
11842,Assam,DARRANG,2011,Rabi       ,Peas & beans (Pulses),2.049,1.508
11843,Assam,DARRANG,2011,Rabi       ,Pineapple,0.125,1.909
11844,Assam,DARRANG,2011,Rabi       ,Sweet potato,0.256,0.655
11845,Assam,DARRANG,2011,Rabi       ,Urad,2.01,0.675
11846,Assam,DARRANG,2011,Rabi       ,Wheat,2.082,2.455
11847,Assam,DARRANG,2011,Summer     ,Rice,19.394,56.669
11848,Assam,DARRANG,2011,Whole Year ,Banana,1.61,23.377
11849,Assam,DARRANG,2011,Whole Year ,Onion,0.448,2.076
11850,Assam,DARRANG,2011,Whole Year ,Potato,4.586,40.533
11851,Assam,DARRANG,2011,Whole Year ,Sugarcane,0.471,19.8
11853,Assam,DARRANG,2011,Winter     ,Rice,48.505,105.445
11854,Assam,DARRANG,2012,Autumn     ,Rice,7.62,10.527
11855,Assam,DARRANG,2012,Kharif     ,Castor seed,0.002,0.001
11856,Assam,DARRANG,2012,Kharif     ,Cotton,0.003,0.001
11857,Assam,DARRANG,2012,Kharif     ,Jute,3.33,26.789
11858,Assam,DARRANG,2012,Kharif     ,Maize,2.5,1.92
11859,Assam,DARRANG,2012,Kharif     ,Mesta,0.335,1.636
11860,Assam,DARRANG,2012,Kharif     ,Orange,0.04,0.428
11861,Assam,DARRANG,2012,Kharif     ,Papaya,0.23,2.961
11862,Assam,DARRANG,2012,Kharif     ,Sesamum,0.785,0.629
11864,Assam,DARRANG,2012,Rabi       ,Black pepper,0.034,0.057
11865,Assam,DARRANG,2012,Rabi       ,Chillies,0.911,0.77
11866,Assam,DARRANG,2012,Rabi       ,Ginger,0.4,3.1
11867,Assam,DARRANG,2012,Rabi       ,Gram,0.011,0.008
11868,Assam,DARRANG,2012,Rabi       ,Linseed,0.48,0.304
11870,Assam,DARRANG,2012,Rabi       ,Peas & beans (Pulses),2.072,1.602
11871,Assam,DARRANG,2012,Rabi       ,Pineapple,0.12,1.887
11872,Assam,DARRANG,2012,Rabi       ,Sweet potato,0.16,0.425
11873,Assam,DARRANG,2012,Rabi       ,Urad,2.066,0.797
11874,Assam,DARRANG,2012,Rabi       ,Wheat,1.05,1.195
11875,Assam,DARRANG,2012,Summer     ,Rice,19.85,70.825
11876,Assam,DARRANG,2012,Whole Year ,Banana,1.626,23.788
11877,Assam,DARRANG,2012,Whole Year ,Onion,0.392,1.856
11878,Assam,DARRANG,2012,Whole Year ,Potato,5.28,34.04
11879,Assam,DARRANG,2012,Whole Year ,Sugarcane,0.495,20.037
11881,Assam,DARRANG,2012,Winter     ,Rice,48.808,97.931
11882,Assam,DARRANG,2013,Autumn     ,Rice,3.616,4.05
11883,Assam,DARRANG,2013,Kharif     ,Castor seed,0.003,0.002
11884,Assam,DARRANG,2013,Kharif     ,Cotton,0.002,0.001
11885,Assam,DARRANG,2013,Kharif     ,Jute,4.079,35.805
11886,Assam,DARRANG,2013,Kharif     ,Maize,1.647,9.882
11887,Assam,DARRANG,2013,Kharif     ,Mesta,0.289,3.613
11888,Assam,DARRANG,2013,Kharif     ,Orange,0.04,0.428
11889,Assam,DARRANG,2013,Kharif     ,Papaya,0.228,2.936
11890,Assam,DARRANG,2013,Kharif     ,Sesamum,0.778,0.739
11892,Assam,DARRANG,2013,Rabi       ,Black pepper,0.038,0.063
11893,Assam,DARRANG,2013,Rabi       ,Chillies,0.923,0.78
11894,Assam,DARRANG,2013,Rabi       ,Ginger,0.404,3.131
11895,Assam,DARRANG,2013,Rabi       ,Gram,0.015,0.011
11896,Assam,DARRANG,2013,Rabi       ,Linseed,0.434,0.423
11898,Assam,DARRANG,2013,Rabi       ,Peas & beans (Pulses),2.179,5.556
11899,Assam,DARRANG,2013,Rabi       ,Pineapple,0.125,1.966
11900,Assam,DARRANG,2013,Rabi       ,Sweet potato,0.154,0.409
11901,Assam,DARRANG,2013,Rabi       ,Urad,2.016,1.101
11902,Assam,DARRANG,2013,Rabi       ,Wheat,1.493,1.503
11903,Assam,DARRANG,2013,Summer     ,Rice,17.837,64.285
11904,Assam,DARRANG,2013,Whole Year ,Banana,1.8,26.334
11905,Assam,DARRANG,2013,Whole Year ,Onion,0.552,3.543
11906,Assam,DARRANG,2013,Whole Year ,Potato,5.245,42.977
11907,Assam,DARRANG,2013,Whole Year ,Sugarcane,0.527,22.015
11909,Assam,DARRANG,2013,Winter     ,Rice,48.236,92.981
11910,Assam,DARRANG,2014,Autumn     ,Rice,3.304,4.99
11911,Assam,DARRANG,2014,Kharif     ,Castor seed,0.001,0.001
11912,Assam,DARRANG,2014,Kharif     ,Cotton,0.002,0.001
11913,Assam,DARRANG,2014,Kharif     ,Jute,4.299,45.878
11914,Assam,DARRANG,2014,Kharif     ,Maize,5.085,14.207
11915,Assam,DARRANG,2014,Kharif     ,Mesta,0.25,1.263
11916,Assam,DARRANG,2014,Kharif     ,Orange,0.038,0.409
11917,Assam,DARRANG,2014,Kharif     ,Papaya,0.236,3.039
